date,ghi,TOA,SZA,mr,GHIcc,GHI,Cloud coverage,y
2009-07-30 20:00:00,118.58333333333331,383.3826893252865,73.13383581672835,2.9647130249092366,237.7990719499805,22.8653,100.0,-119.21573861664717
2009-05-21 18:00:00,521.25,759.4739424812752,55.08962038699596,1.518326782516684,561.7804761484189,583.3315,0.0,-40.53047614841887
2009-06-18 12:00:00,228.5,361.80419146328927,74.05842168508794,3.1266501346019235,220.3991187609872,217.0301,45.28333333333333,8.100881239012807
2009-10-17 15:00:00,955.8333333333334,1305.8441665060318,18.04546470375765,0.9156072560049932,1054.5207097337554,975.5622,19.83333333333333,-98.68737640042207
2009-08-19 13:00:00,499.25,722.703999022914,57.10926202813154,1.5995629171291548,528.7814431770832,557.2191,0.0,-29.531443177083247
2009-10-05 19:00:00,509.6666666666667,837.6146905489082,52.12363319915201,1.4158656421522482,628.3270098422773,529.391,0.0,-118.66034317561065
2009-10-11 18:00:00,692.0833333333334,1072.7973795540247,38.399176384831925,1.110301288145815,840.7961458876484,721.6358,39.98333333333333,-148.71281255431506
2009-10-10 21:00:00,147.25,269.32790380324843,78.64661996023646,4.2975449497954,144.75141942127453,11.8468,96.75,2.4985805787254662
2009-08-12 14:00:00,652.8333333333334,869.0743963187465,49.08923374985977,1.3278131437819145,659.992266826523,703.3154,0.0,-7.158933493189579
2009-12-24 11:00:00,385.6666666666667,581.7477106203826,65.55105086956624,2.093095765132241,399.6220143402029,324.44359999999995,80.36666666666666,-13.95534767353621
2009-09-25 11:00:00,278.9166666666667,410.10468115577015,72.40348846879691,2.848504066765426,257.7291490293261,162.2001,56.766666666666666,21.18751763734059
2009-05-22 19:00:00,368.5833333333333,564.5251388645303,64.81430222149268,2.036417818099941,390.5173749996785,424.5019,0.0,-21.934041666345195
2009-11-11 15:00:00,980.8333333333334,1363.6276769775943,11.23673595741783,0.8876506758382897,1106.100455633738,1024.8534,32.4,-125.2671223004046
2009-03-31 21:00:00,67.41666666666667,262.044809364707,78.90701485163358,4.390885635445757,139.47871319060934,15.8046,93.26666666666668,-72.06204652394267
2009-02-11 19:00:00,451.25,1033.898720576861,42.15621473960847,1.1735728454533658,802.7648299456272,668.2858,55.71666666666667,-351.5148299456272
2009-05-08 17:00:00,692.5833333333334,941.086251460051,45.152123927496994,1.2334083597648222,724.3698431249937,742.9742,0.0,-31.786509791660364
2009-05-05 16:00:00,345.1666666666667,1010.849171438505,40.84991068939731,1.150211025428463,787.5689206462224,703.554,49.98333333333333,-442.4022539795557
2009-10-30 15:00:00,949.1666666666666,1341.909784482778,13.946775956210953,0.8970565220498632,1086.8480201017755,1050.4232,0.0,-137.68135343510892
2009-07-23 17:00:00,94.08333333333331,892.413978586641,47.42785253426042,1.2855335478367558,681.790980741166,322.8268,100.0,-587.7076474078326
2009-04-24 18:00:00,406.5833333333333,881.506515865719,49.00808517822801,1.3256577112080763,669.6370789695335,431.3297,75.03333333333333,-263.0537456362002
2009-08-19 18:00:00,422.0,883.066267446016,48.42999144733094,1.3105773182547993,672.2536762979353,572.7014,76.8,-250.25367629793527
2009-09-02 19:00:00,476.5,740.1367983176777,56.462849380527416,1.572424097594432,543.5034421274497,355.56949999999995,44.73333333333333,-67.00344212744972
2009-01-19 20:00:00,489.8333333333333,810.0213332723597,54.75102199392932,1.505682641853172,600.1979704773667,279.5153,88.43333333333334,-110.36463714403334
2009-04-04 19:00:00,405.75,796.5675988904923,54.11243601188526,1.4825363499571025,592.0906092207489,386.1734,70.71666666666667,-186.3406092207489
2009-12-21 18:00:00,504.75,1219.9830535848785,29.754323989758863,1.0025634189204062,971.8898428673024,337.5144,100.0,-467.1398428673024
2009-03-23 15:00:00,727.0,1194.5565476659808,29.17482166163544,0.9968647711111274,952.4704622518954,642.0101,22.0,-225.47046225189536
2009-05-24 18:00:00,517.75,750.1361798666597,55.53612866133832,1.5354097018436923,553.5938693040405,580.2131,0.0,-35.84386930404048
2009-12-29 21:00:00,29.416666666666668,501.9633781759915,69.08122798525538,2.4206939605297264,331.4599978174786,27.9205,100.0,-302.0433311508119
2009-03-08 21:00:00,9.333333333333334,391.3434885125628,73.51616012347726,3.0295397647245426,240.98205675928668,22.3024,100.0,-231.64872342595334
2009-11-23 16:00:00,1003.9166666666666,1386.9624612976202,6.749420042573982,0.8767437559085629,1127.0005926720469,1117.4438,90.23333333333332,-123.08392600538025
2009-10-21 13:00:00,768.5,1059.1949555591732,39.68443287299405,1.1306230473957342,827.6301824633302,709.88,81.25,-59.13018246333024
2009-11-23 20:00:00,424.5833333333333,697.0427982621869,60.060522936661606,1.7392796135763426,500.71684392269526,99.4943,93.21666666666668,-76.13351058936195
2009-04-21 18:00:00,282.5,898.2090403381491,48.14052777459928,1.3032032920600616,684.4965629788785,363.5443,87.63333333333334,-401.9965629788785
2009-02-15 20:00:00,312.3333333333333,774.1708985849623,56.22475366372248,1.562706811824243,569.2367373989786,575.8968,0.0,-256.90340406564525
2009-02-23 20:00:00,186.5833333333333,747.6426331389432,57.4048549056998,1.6123547264303142,546.0978244862341,40.1639,100.0,-359.51449115290086
2009-06-19 15:00:00,654.6666666666666,850.0063651193369,49.80800983647,1.3473330552109315,643.7407169397759,690.7271999999999,0.0,10.925949726890735
2009-03-30 19:00:00,561.6666666666666,826.3164043046173,52.67291780169897,1.4335041881899648,618.3444490059117,634.2758,0.0,-56.67778233924503
2009-05-06 13:00:00,483.9166666666667,708.2161752343028,57.97980606013825,1.6379536047212924,515.5465826053556,442.8705,14.183333333333334,-31.629915938688953
