date,ghi,TOA,SZA,mr,GHIcc,GHI,Cloud coverage,GHIAdap,GHIAdap1
2015-01-01 00:00:00,,0.0,105.7317761768476,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-01 01:00:00,,0.0,116.1682043239799,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-01 02:00:00,,0.0,124.72663262291536,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-01 03:00:00,,0.0,130.41566142128744,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-01 04:00:00,,0.0,132.19424210256423,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-01 05:00:00,,0.0,129.64484202065827,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-01 06:00:00,,0.0,123.35063249931852,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-01 07:00:00,,0.0,114.38490163255832,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-01 08:00:00,,0.0,103.68983612273384,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-01 09:00:00,,0.0,91.90101809385614,0.0,0.0,6.4331,-1.0,6.4331,6.4331
2015-01-01 10:00:00,159.41666666666666,258.33028307178694,79.41194422724463,4.583785554591168,134.78771124349186,156.8787,-0.1833333333333333,118.61318502889225,118.61318502889225
2015-01-01 11:00:00,371.5,561.3919479139417,66.46497255895912,2.1684111583832766,382.0974322257945,404.18140000000005,0.0,378.1957512794444,378.1957512794444
2015-01-01 12:00:00,586.3333333333334,841.8937992784843,53.21411095759807,1.4514477203898506,628.4487304174845,633.5879,2.0,595.2145690405314,595.2145690405314
2015-01-01 13:00:00,801.9166666666666,1080.7200995461471,39.76271381747218,1.131903265082599,844.2891430070715,856.9943999999999,1.0,785.8915714433508,785.8915714433508
2015-01-01 14:00:00,922.9166666666666,1261.5952310328116,26.187628709145056,0.9700246465630884,1010.1162391603756,1018.6809,20.15,930.0972801149654,930.0972801149654
2015-01-01 15:00:00,971.6666666666666,1372.192852437949,12.57282915100945,0.8920140047989183,1112.2709028198074,1117.0035,30.85,1008.5496656371902,1008.5496656371902
2015-01-01 16:00:00,1039.25,1404.975918634011,2.0846087000891287,0.871271874605392,1142.6463487007195,1144.7361,38.35,1017.6508118965203,1017.6508118965203
2015-01-01 17:00:00,1064.8333333333333,1357.7103178363136,15.04574179673223,0.9015055225896328,1098.865222660321,1077.0405,71.35,951.8239934122741,951.8239934122741
2015-01-01 18:00:00,958.9166666666666,1233.6171226291217,28.66333732255337,0.9919721679966436,984.3585837023552,924.774,77.21666666666667,834.5994436877068,834.5994436877068
2015-01-01 19:00:00,754.6666666666666,1041.1530791921043,42.22115778241511,1.1747750109740709,808.2550197974151,576.9037000000001,78.16666666666667,584.3660122290557,584.3660122290557
2015-01-01 20:00:00,201.0,793.4342940236238,55.64228828950662,1.539541459343693,585.2213243012633,382.5349,90.83333333333331,393.78705916454453,393.78705916454453
2015-01-01 21:00:00,126.33333333333331,507.34239295826353,68.84667188546038,2.3955246551804987,336.0117965899747,28.942,93.26666666666668,111.1177231036466,111.1177231036466
2015-01-01 22:00:00,16.1,202.37406626440745,81.72377261526803,5.7300979496085445,93.96167003095177,9.5162,-1.0,56.11997233808067,9.5162
2015-01-01 23:00:00,,0.0,94.10690048333494,0.0,0.0,0.1052,-1.0,0.1052,0.1052
2015-01-02 00:00:00,,0.0,105.6957393732136,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-02 01:00:00,,0.0,116.15297348012444,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-02 02:00:00,,0.0,124.73923972574852,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-02 03:00:00,,0.0,130.46265471330054,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-02 04:00:00,,0.0,132.27638112344138,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-02 05:00:00,,0.0,129.75375629999502,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-02 06:00:00,,0.0,123.47420981926884,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-02 07:00:00,,0.0,114.51404010000404,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-02 08:00:00,,0.0,103.81958892569632,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-02 09:00:00,,0.0,92.0290903558218,0.0,0.0,0.6665,-1.0,0.6665,0.6665
2015-01-02 10:00:00,35.0,255.30067899588173,79.53737433537181,4.634320700197944,132.5156964364866,15.005,81.48333333333333,63.2167233529905,63.2167233529905
2015-01-02 11:00:00,107.36363636363636,558.6279755747605,66.58742512526395,2.17895447080842,379.728224694095,72.6755,100.0,139.82285970386062,139.82285970386062
2015-01-02 12:00:00,222.72727272727272,839.5325495508117,53.33356623465005,1.4554862695667663,626.33901965093,184.8812,100.0,239.60028063725815,239.60028063725815
2015-01-02 13:00:00,307.8,1078.8712184243252,39.87939915112947,1.1338208555144167,842.6052351555222,344.3493,93.26666666666668,373.3118696770066,373.3118696770066
2015-01-02 14:00:00,446.8181818181818,1260.3334474374224,26.302264394428864,0.9709797805899504,1008.9559815518796,601.6083,81.48333333333333,603.862078963989,603.862078963989
2015-01-02 15:00:00,632.5454545454545,1371.5528855633725,12.688473268836011,0.8924165210331618,1111.6805935934076,741.0272,100.0,666.5037442281732,666.5037442281732
2015-01-02 16:00:00,645.0,1404.9501118927046,2.0911625960070244,0.8712754730488242,1142.6246932330494,662.1718,100.0,540.0523665728931,540.0523665728931
2015-01-02 17:00:00,663.8181818181819,1358.2491606426,14.957869413239196,0.9011359672985496,1099.3660876835788,496.3264,100.0,419.9306018437351,419.9306018437351
2015-01-02 18:00:00,391.45454545454544,1234.6326244637828,28.57544432108817,0.9911441712886784,985.294993827349,338.1275,100.0,309.37891716719275,309.37891716719275
2015-01-02 19:00:00,216.1,1042.524766010854,42.13700491512747,1.1732180089811786,809.5045793143146,116.6244,100.0,133.54028488072083,133.54028488072083
2015-01-02 20:00:00,151.1818181818182,795.0174183641348,55.56354055711355,1.5364739615834555,586.6316008647459,42.2918,100.0,114.21433401904278,114.21433401904278
2015-01-02 21:00:00,73.0,508.9777982405167,68.77487459186312,2.387931331491058,337.3987008827934,28.458,93.26666666666668,111.07883088767619,111.07883088767619
2015-01-02 22:00:00,15.7,203.8990330486025,81.66084638398802,5.691608752474717,95.03855927149064,9.8588,-1.0,57.244522406256266,9.8588
2015-01-02 23:00:00,,0.0,94.05550521693094,0.0,0.0,0.1149999999999999,-1.0,0.1149999999999999,0.1149999999999999
2015-01-03 00:00:00,,0.0,105.66477324233765,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-03 01:00:00,,0.0,116.14358443542086,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-03 02:00:00,,0.0,124.75848571101989,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-03 03:00:00,,0.0,130.5169063103357,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-03 04:00:00,,0.0,132.36588207479795,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-03 05:00:00,,0.0,129.86944076454668,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-03 06:00:00,,0.0,123.60351508660176,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-03 07:00:00,,0.0,114.64778944628124,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-03 08:00:00,,0.0,103.95295899387222,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-03 09:00:00,,0.0,92.1599523945968,0.0,0.0,0.6088,-1.0,0.6088,0.6088
2015-01-03 10:00:00,61.8,252.2165817163272,79.66491595591023,4.686842444273186,130.20988019562586,71.4051,81.48333333333333,92.46854718781336,92.46854718781336
2015-01-03 11:00:00,228.54545454545453,555.8212062782045,66.71143352834471,2.189745872844949,377.3246949995373,257.8989,100.0,270.6796220625256,270.6796220625256
2015-01-03 12:00:00,561.1818181818181,837.1380265023836,53.454125926182606,1.4595913313378266,624.2012482772926,519.2639,100.0,490.60987864838637,490.60987864838637
2015-01-03 13:00:00,787.3,1076.9957659886134,39.99684280074657,1.1357622161369971,840.8986363239216,768.4663999999999,81.75,704.8838352985309,704.8838352985309
2015-01-03 14:00:00,842.0909090909091,1259.048516174563,26.41747040011249,0.9719454772627556,1007.7759095194684,861.5852,100.0,781.8561097147809,781.8561097147809
2015-01-03 15:00:00,877.2727272727273,1370.8896829914552,12.804980919926344,0.892826085350047,1111.070282762795,766.6645000000001,95.4,700.9958809073262,700.9958809073262
2015-01-03 16:00:00,895.0,1404.8974757469853,2.112715429548514,0.8712873872496453,1142.5796761411698,763.1407999999999,63.18333333333333,707.2267708677323,707.2267708677323
2015-01-03 17:00:00,916.9090909090908,1358.7543195653989,14.87279469779964,0.900780481332382,1099.8372846086538,707.2186,32.65,749.9129682024038,749.9129682024038
2015-01-03 18:00:00,405.8181818181818,1235.6047942853004,28.490004131824254,0.9903428308389518,986.1930105454644,548.0701,84.18333333333334,554.3631460435113,554.3631460435113
2015-01-03 19:00:00,427.8,1043.841336540315,42.055465398070176,1.1717156820740986,810.7054366525317,431.1595,96.33333333333331,449.7553634103442,449.7553634103442
2015-01-03 20:00:00,317.3636363636364,796.532309071666,55.48771842871534,1.5335346187914904,587.9825523766735,79.89540000000001,74.75,189.72464832393916,189.72464832393916
2015-01-03 21:00:00,197.0,510.53141340384974,68.70640663513825,2.380737750781252,338.71774626434103,27.6356,68.01666666666667,140.20657683074728,140.20657683074728
2015-01-03 22:00:00,34.9,205.32913793780145,81.6017362050459,5.655905040977913,96.05107979576256,8.8621,-1.0,58.09189324180748,8.8621
2015-01-03 23:00:00,,0.0,94.00850313765044,0.0,0.0,0.1055,-1.0,0.1055,0.1055
2015-01-04 00:00:00,,0.0,105.63891009652514,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-04 01:00:00,,0.0,116.14005095030755,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-04 02:00:00,,0.0,124.78436584624872,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-04 03:00:00,,0.0,130.5783954916002,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-04 04:00:00,,0.0,132.46270983409244,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-04 05:00:00,,0.0,129.99184304102317,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-04 06:00:00,,0.0,123.73847815961138,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-04 07:00:00,,0.0,114.78606710380768,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-04 08:00:00,,0.0,104.08985803020332,0.0,0.0,0.0,-1.0,0.0,0.0
2015-01-04 09:00:00,,0.0,92.293515399606,0.0,0.0,3.3662,-1.0,3.3662,3.3662
