date,ghi,TOA,SZA,mr,GHIcc,GHI,Cloud coverage,GHIAdap,GHIAdap1
2016-01-01 00:00:00,,0.0,105.7317761768476,0.0,0.0,0.0,-1.0,0.0,0.0
2016-01-01 01:00:00,,0.0,116.1682043239799,0.0,0.0,0.0,-1.0,0.0,0.0
2016-01-01 02:00:00,,0.0,124.72663262291536,0.0,0.0,0.0,-1.0,0.0,0.0
2016-01-01 03:00:00,,0.0,130.41566142128744,0.0,0.0,0.0,-1.0,0.0,0.0
2016-01-01 04:00:00,,0.0,132.19424210256423,0.0,0.0,0.0,-1.0,0.0,0.0
2016-01-01 05:00:00,,0.0,129.64484202065827,0.0,0.0,0.0,-1.0,0.0,0.0
2016-01-01 06:00:00,,0.0,123.35063249931852,0.0,0.0,0.0,-1.0,0.0,0.0
2016-01-01 07:00:00,,0.0,114.38490163255832,0.0,0.0,0.0,-1.0,0.0,0.0
2016-01-01 08:00:00,,0.0,103.68983612273384,0.0,0.0,0.0,-1.0,0.0,0.0
2016-01-01 09:00:00,,0.0,91.90101809385614,0.0,0.0,0.6809999999999999,-1.0,0.6809999999999999,0.6809999999999999
2016-01-01 10:00:00,66.66666666666667,258.3302897439833,79.41194422724463,4.583785554591168,134.78771472481068,66.2856,81.48333333333333,92.36075091865834,92.36075091865834
2016-01-01 11:00:00,196.5,561.3919624136639,66.46497255895912,2.1684111583832766,382.0974420946689,182.3531,100.0,212.3478083056064,212.3478083056064
2016-01-01 12:00:00,279.75,841.8938210230536,53.21411095759807,1.4514477203898506,628.4487466491601,321.67,100.0,350.7338418640038,350.7338418640038
2016-01-01 13:00:00,247.0833333333333,1080.720127459161,39.76271381747218,1.131903265082599,844.2891648135083,427.8736,98.66666666666669,442.97666481350825,442.97666481350825
2016-01-01 14:00:00,291.3333333333333,1261.5952636174975,26.187628709145056,0.9700246465630884,1010.1162652498214,577.9212,82.08333333333333,580.3623284822432,580.3623284822432
2016-01-01 15:00:00,463.1666666666667,1372.1928878791684,12.57282915100945,0.8920140047989183,1112.2709315477205,522.4575,100.0,437.5240443406892,437.5240443406892
2016-01-01 16:00:00,162.16666666666666,1404.9759549219566,2.0846087000891287,0.871271874605392,1142.6463782131748,502.9045,100.0,372.80146854520603,372.80146854520603
2016-01-01 17:00:00,439.8333333333333,1357.7103529034755,15.04574179673223,0.9015055225896328,1098.86525104199,423.7187,100.0,344.17482135448995,344.17482135448995
