date,ghi,sza,TOA,GHIcc,GHI,tco3,tcwv,AOD BC,AOD DU,AOD SS,AOD OR,AOD SU,Cloud coverage,delta,mak,GHIera,GHIeracc,msl,ie,hcc,d2m
2013-01-02 15:00:00,1022.7520235467255,13.30059608422131,1367.9930666666667,1148.1910666666665,768.0787999999999,258.24796444444445,12.839073333333333,0.0010666666666666667,0.0002,0.0011222222222222,0.011159999999999967,0.015866666666666602,45.26666666666667,-22.979341669118796,0.8440956434615399,968.5,1122.3438,101441.25,-3.476767e-05,0.00015258789,279.36035
2013-01-02 16:00:00,1036.710816777042,2.9919712809545227,1402.5089,1177.3313,933.7665999999999,257.54604333333333,13.379073333333334,0.00116,0.00022,0.001228333333333325,0.013043333333333325,0.01908166666666665,26.366666666666667,-22.979341669118796,0.8225872568109946,1082.125,1154.0938,101380.125,-3.555417e-05,0.2296753,278.62476
2013-01-02 17:00:00,995.4231052244296,14.610972979242304,1350.7392,1126.9674666666667,1034.5826666666667,256.7220511111111,14.012986666666668,0.0012799999999999999,0.0003,0.0013555555555555335,0.015251111111111068,0.022859999999999964,17.4,-22.979341669118796,0.8489042712979475,831.84375,1112.125,101305.69,-3.0566473e-05,0.08013916,277.9745
2013-01-02 18:00:00,905.8704930095658,28.071688535607848,1222.7374666666667,1007.6266666666667,623.3237333333333,256.0273066666667,14.651615555555557,0.0013866666666666333,0.0003,0.0014622222222221998,0.017264444444444402,0.02563999999999997,56.24444444444445,-22.979341669118796,0.9309224787535362,764.53125,1001.71875,101245.81,-2.1524029e-05,0.23666382,278.5036
2013-01-02 19:00:00,664.5783664459162,41.53542688714239,1062.808,860.7637333333333,409.10093333333333,255.46721333333332,15.221384444444444,0.0014688888888888668,0.00033555555555553335,0.0015333333333333334,0.018975555555555534,0.027666666666666662,83.17777777777778,-22.979341669118796,1.0972230316124978,645.65625,829.875,101186.69,-1.8794555e-05,0.24633789,277.91937
2013-01-02 20:00:00,555.2420897718911,54.87661225639229,778.9185333333334,604.2246666666666,59.77373333333333,254.68307111111108,16.01905111111111,0.0016022222222222,0.0004,0.0016577777777777667,0.0213555555555555,0.030506666666666665,96.08888888888889,-22.979341669118796,1.4272463851847965,484.15625,613.34375,101208.31,-1.0586809e-05,0.35464478,277.9269
2013-01-02 21:00:00,189.92052980132448,68.003920881652,603.8674000000001,443.26239999999996,34.9504,254.41119999999995,16.367213333333332,0.0030133333333333,0.00059666666666665,0.0023866666666666,0.0376166666666666,0.04259,100.0,-22.979341669118796,2.1913506972868677,265.09375,369.15625,101313.25,-9.083189e-06,0.16867065,278.4803
2013-01-03 11:00:00,369.58793230316405,66.85124152921968,511.2274666666667,363.50960000000003,157.02466666666666,256.88012444444445,10.362484444444446,0.007397777777777767,0.0013,0.0028577777777777664,0.0649,0.0314,96.97777777777777,-22.89242968405637,2.087936045733879,295.0625,388.15625,101775.94,-1.3320241e-05,0.46884155,281.31927
2013-01-03 12:00:00,601.5750551876379,53.69532225261003,827.6267,645.0235,421.2953,256.7951,10.415334999999999,0.007335,0.001303333333333325,0.0027,0.06474999999999997,0.030924999999999973,36.916666666666664,-22.89242968405637,1.3869292058186435,576.5,634.46875,101647.81,-2.3196219e-05,0.34951782,280.24075
2013-01-03 13:00:00,792.8329654157469,40.33558113055474,1057.8226666666667,852.5018666666666,850.2076000000001,256.59480666666667,10.879675555555556,0.0074,0.0014,0.0026999999999999997,0.06688888888888887,0.0323622222222222,0.0,-22.89242968405637,1.077486667435193,792.90625,850.125,101526.5,-3.3264747e-05,0.2501526,281.08655
2013-01-03 14:00:00,951.0228108903606,26.863651075743892,1256.1622666666667,1032.1827999999998,998.5974666666667,256.36837777777777,11.404597777777779,0.0074866666666666,0.0014355555555555335,0.0026999999999999997,0.06929999999999993,0.03400444444444443,6.866666666666666,-22.89242968405637,0.9207801561907298,1010.4375,1016.59375,101362.56,-4.1601714e-05,0.15115356,280.39975
2013-01-03 15:00:00,1016.6666666666667,13.422283229040103,1362.4654,1125.8411999999998,1115.0444,255.94943,12.29935,0.007673333333333299,0.0015633333333333,0.0028266666666665998,0.07426666666666659,0.03759999999999995,6.133333333333333,-22.89242968405637,0.8445213288504614,1071.0,1121.2812,101251.375,-4.2814994e-05,0.46749878,279.96362
2013-01-03 16:00:00,1043.4731420161884,3.056367772822628,1402.964533333333,1155.7877333333333,1129.8270666666667,255.22232,13.812862222222222,0.008017777777777766,0.0017777777777777668,0.0031044444444444336,0.08314666666666663,0.04417777777777773,9.088888888888889,-22.89242968405637,0.8226360709405248,1119.3438,1154.2812,101128.81,-4.141219e-05,0.65966797,279.45865
2013-01-03 17:00:00,1016.997792494481,14.534761507740164,1363.178,1113.9433333333334,1097.2814666666666,254.68372,14.933982222222225,0.008279999999999966,0.0019399999999999667,0.0033022222222222,0.0897244444444444,0.0490622222222222,6.866666666666667,-22.89242968405637,0.8486109300305156,1011.8125,1113.375,101009.19,-3.470294e-05,0.7671509,279.19516
2013-01-03 18:00:00,922.251655629139,27.990702201212073,1235.1482666666668,991.5344,991.5344,253.78965555555556,16.612444444444446,0.008086666666666667,0.0019755555555555334,0.0036466666666666665,0.09493999999999997,0.053215555555555495,0.0,-22.89242968405637,0.9302225932385558,889.59375,1006.125,100926.31,-3.0062394e-05,0.6166687,279.1605
2013-01-03 19:00:00,757.6600441501104,41.45699315468119,1029.0126666666667,800.6547999999999,800.6547999999999,252.70171777777776,18.511924444444446,0.0073555555555555,0.0018399999999999667,0.00408,0.0968244444444444,0.0552155555555555,0.0,-22.89242968405637,1.095896058180166,699.125,835.59375,100889.94,-2.3963163e-05,0.6196594,280.23923
2013-01-03 20:00:00,584.0662251655629,54.803280239390084,813.1481,605.0603,605.0604000000001,251.82299999999998,20.046113333333334,0.006773333333333275,0.00173,0.004428333333333325,0.0983466666666666,0.05682999999999998,0.0,-22.89242968405637,1.4246576988899153,537.84375,618.65625,100861.75,-1.4154706e-05,0.23730469,281.11298
2013-01-03 21:00:00,337.242825607064,67.93761078668552,531.4999,363.75169999999997,363.75169999999997,251.30406833333333,20.550145,0.005544999999999975,0.0014033333333332999,0.00403,0.0843,0.04962999999999997,-0.06666666666666665,-22.89242968405637,2.18510036053879,324.625,372.8125,100941.125,-9.441283e-06,0.13934326,281.17157
2013-01-04 10:00:00,138.05960264900662,79.82214790703908,319.83320000000003,222.35920000000002,162.7326,260.0531633333334,10.062986666666667,0.001,0.0002,0.00125999999999995,0.0095666666666666,0.0048333333333333,76.96666666666667,-22.797932977796375,4.63763629414377,95.40625,145.59375,101431.5,-3.3562537e-06,0.95983887,283.847
2013-01-04 11:00:00,270.62803532008826,66.97806789502573,544.7389000000001,416.16769999999997,339.4033,260.62808333333334,9.723838333333333,0.001,0.0002,0.0013,0.0101666666666666,0.005008333333333325,63.9,-22.797932977796375,2.09879308529979,290.0625,389.03125,101310.94,-9.20007e-06,0.96932983,283.7437
2013-01-04 12:00:00,528.4621044885945,53.81863206227009,835.6265333333334,673.7972,517.416,260.9954622222222,10.01197111111111,0.0010666666666666667,0.0002,0.0013,0.0111533333333333,0.005426666666666633,100.0,-22.797932977796375,1.391003544925815,545.78125,634.90625,101251.44,-1.6395003e-05,0.98999023,283.61407
2013-01-04 13:00:00,693.6423841059603,40.45601187485555,1073.6929333333333,886.0621333333333,627.348,260.9661155555555,10.96131777777778,0.0011622222222222,0.0002844444444444333,0.00136,0.012253333333333298,0.005979999999999967,100.0,-22.797932977796375,1.079414272993586,801.5625,850.09375,101151.0,-2.2660242e-05,0.929657,283.25897
2013-01-04 14:00:00,707.858719646799,26.982723132576172,1249.1924999999999,1042.7570999999998,704.9816,260.93798333333336,11.871105,0.00124166666666665,0.0003,0.0014,0.013301666666666625,0.0065083333333333,100.0,-22.797932977796375,0.9217518800966592,967.03125,1016.75,101052.625,-2.7951319e-05,0.7891846,281.87085
2013-01-04 15:00:00,982.7520235467255,13.545374628851606,1366.5465333333334,1143.2437333333335,749.7917333333334,260.54403333333335,13.535300000000001,0.0014533333333332666,0.0003711111111111,0.0014911111111111,0.016931111111111067,0.008637777777777734,100.0,-22.797932977796375,0.8449562411533247,1101.9688,1122.625,100971.875,-2.971082e-05,0.68984985,280.32855
2013-01-04 16:00:00,865.2317880794701,3.132746450920846,1401.871,1165.2748000000001,723.894,259.69795,16.1889,0.0018199999999999501,0.0005233333333332999,0.0017333333333332999,0.02380666666666665,0.01277,100.0,-22.797932977796375,0.8226953220729265,1127.9688,1154.9688,100843.44,-2.9099872e-05,0.5723572,279.65054
2013-01-04 17:00:00,952.0309050772627,14.462288159104759,1361.0202,1122.508,780.51,259.1728,17.835919999999998,0.002039999999999975,0.0006283333333333249,0.00188166666666665,0.028081666666666626,0.0153383333333333,97.5,-22.797932977796375,0.8483335560723115,1030.9375,1112.625,100824.375,-2.605049e-05,0.7401428,279.07962
2013-01-04 18:00:00,690.1423841059602,27.91265444121038,1243.1914,1011.6155,492.3135,258.72018,19.14594333333333,0.002245,0.0007,0.001983333333333325,0.031419999999999976,0.0176966666666666,100.0,-22.797932977796375,0.9295508530198872,838.5,995.84375,100782.375,-2.2483058e-05,0.8789978,280.61798
2013-01-04 19:00:00,620.4223693892568,41.38150959886205,1047.1541333333332,834.2333333333332,279.0570666666667,258.5066111111111,19.587564444444443,0.0023644444444444333,0.0007622222222222001,0.0019,0.0324422222222222,0.019048888888888865,100.0,-22.797932977796375,1.0946239577413404,598.46875,829.125,100753.81,-1.755901e-05,0.8661499,282.0467
2013-01-04 20:00:00,319.205298013245,54.73313500978418,815.7664,627.5572,74.105,258.31012666666663,19.993863333333334,0.00245666666666665,0.0008,0.0019,0.0333833333333333,0.020293333333333302,100.0,-22.797932977796375,1.4221924553808267,342.96875,611.3125,100750.375,-1.2258286e-05,0.98464966,283.1471
2013-01-04 21:00:00,195.66445916114787,67.8748425951381,569.7819999999999,411.024,33.2476,258.27457333333336,20.191636666666668,0.0029233333333333004,0.0008,0.0020833333333333,0.03965,0.0246633333333333,100.0,-22.797932977796375,2.1792193199354304,236.8125,369.03125,100914.06,-7.2182884e-06,0.9666748,283.71844
2013-01-05 10:00:00,174.92273730684326,79.95486036722389,278.3628,177.706,127.0656,260.7425666666667,15.7835,0.0024,0.0003,0.0015,0.0227533333333333,0.01202,38.13333333333333,-22.69589488082858,4.698086151809975,118.3125,138.4375,101198.75,-3.2570679e-06,0.27166748,285.00018
2013-01-05 11:00:00,345.46872700515087,67.10646373477407,529.1570666666667,387.4481333333333,269.94093333333336,260.43969555555555,15.668642222222223,0.0024911111111111,0.0003022222222222,0.0015133333333333333,0.0237822222222222,0.012946666666666634,97.42222222222222,-22.69589488082858,2.1099106769075577,326.9375,377.40625,101139.94,-8.543488e-06,0.92749023,285.3032
2013-01-05 12:00:00,606.1633554083885,53.94310023989053,822.4411,643.5955,315.503,259.8226616666667,15.686845,0.00257166666666665,0.0004,0.0016,0.0251283333333333,0.0142583333333333,100.0,-22.69589488082858,1.3951470740251783,531.40625,619.78125,101033.06,-1.3711629e-05,0.90148926,284.13654
2013-01-05 13:00:00,843.046357615894,40.57732255632828,1090.7821333333334,882.7393333333333,453.5308,258.87728444444446,15.895755555555555,0.0026844444444444338,0.0004,0.0016466666666666667,0.026648888888888833,0.015851111111111066,100.0,-22.69589488082858,1.0813677834905555,596.375,834.40625,100903.19,-1.9002939e-05,0.9998474,284.19043
2013-01-05 14:00:00,973.2229580573953,27.10261403814434,1266.7377999999999,1040.9964,585.7783999999999,258.03693666666663,16.081453333333336,0.0027600000000000003,0.0004,0.0017,0.02799999999999995,0.017266666666666652,100.0,-22.69589488082858,0.922736389238642,876.1875,1001.78125,100790.875,-2.409215e-05,1.0,283.20084
2013-01-05 15:00:00,658.8432671081678,13.669877175768102,1363.3272,1125.2752,699.8199,257.195865,16.96221166666667,0.0029683333333333,0.000465,0.001823333333333325,0.03235999999999997,0.020609999999999976,100.0,-22.69589488082858,0.8454005645082413,984.625,1108.2812,100742.875,-2.6087975e-05,0.9901428,282.13348
2013-01-05 16:00:00,505.54304635761594,3.220795612859035,1399.5882000000001,1151.9834,886.243,256.1439633333333,18.584449999999997,0.0033133333333333,0.0005499999999999999,0.00201,0.04006666666666665,0.0262366666666666,100.0,-22.69589488082858,0.8227654507228633,998.78125,1144.4688,100628.375,-2.6787398e-05,1.0,281.01715
2013-01-05 17:00:00,637.2038263428991,14.393799259937884,1363.9329333333333,1113.8030666666666,906.4528,255.1359,20.13910222222222,0.003635555555555533,0.0006,0.0021866666666666332,0.04744666666666664,0.031635555555555535,93.82222222222224,-22.69589488082858,0.8480728442039076,981.46875,1107.2188,100592.56,-2.4605077e-05,0.8905029,281.23834
2013-01-05 18:00:00,589.8896247240617,27.83769787130682,1236.8854666666666,995.404,769.0222666666667,254.16953333333333,21.42596888888889,0.0037577777777777666,0.0006,0.002237777777777767,0.0513711111111111,0.035039999999999995,80.15555555555555,-22.69589488082858,0.9289082511863355,842.5,999.875,100597.875,-1.7527258e-05,0.91851807,281.7669
2013-01-05 19:00:00,512.2222222222223,41.30909389569313,1066.3936,841.3838666666667,294.4216,253.49838,22.116688888888888,0.0036666666666666666,0.0006,0.0022,0.050935555555555505,0.0356622222222222,100.0,-22.69589488082858,1.0934081118393297,589.875,828.5625,100621.31,-1.089531e-05,0.89035034,281.92914
2013-01-05 20:00:00,313.27005150846213,54.66627281585304,849.3852,647.728,56.0556,252.8272511111111,22.80741111111111,0.0035777777777777665,0.0006,0.0021155555555555333,0.05050888888888883,0.036277777777777735,100.0,-22.69589488082858,1.4198524986930396,371.78125,610.875,100617.06,-1.0516262e-05,0.89068604,282.34888
2013-01-05 21:00:00,162.11258278145698,67.81569550033714,571.079,407.10220000000004,33.214600000000004,252.2470233333333,23.15327,0.0032133333333333,0.0004833333333333,0.0021,0.045203333333333304,0.033499999999999946,100.0,-22.69589488082858,2.1737088312580273,166.84375,367.53125,100819.75,-7.803552e-06,0.911499,283.26978
2013-01-06 11:00:00,333.7008830022075,67.23634950057709,538.582,390.5067,220.7506,254.44181666666668,19.803269999999998,0.0015,0.0002,0.00272666666666665,0.01480666666666665,0.03301166666666663,100.0,-22.586362240552145,2.121288647880127,140.34375,364.96875,100990.44,-1.5013851e-05,0.9801636,286.1427
2013-01-06 12:00:00,579.3532008830022,54.06865771329028,819.8062,634.6798,357.98109999999997,254.50890499999997,20.12164,0.00150666666666665,0.0002,0.0025,0.014793333333333325,0.03386499999999992,77.5,-22.586362240552145,1.3993586566593372,299.5,604.5,100976.31,-2.8338516e-05,1.0,286.0326
2013-01-06 13:00:00,781.000735835173,40.69945909503338,1088.7809333333332,872.2121333333333,594.7506666666667,254.21552666666665,20.748666666666665,0.0016,0.0002,0.0025,0.0151022222222222,0.038328888888888864,56.088888888888896,-22.586362240552145,1.0833466611543958,461.21875,819.59375,100923.25,-1.8451829e-05,1.0,284.26282
2013-01-06 14:00:00,960.6181015452538,27.22329358314833,1246.305,1012.4339,619.9784999999999,253.987345,21.236353333333334,0.0016016666666666501,0.0002,0.0025,0.015341666666666625,0.04179166666666665,95.41666666666667,-22.586362240552145,0.923733587243621,600.90625,986.96875,100872.19,-2.0692125e-05,0.980011,283.73346
2013-01-06 15:00:00,636.4930095658573,13.795805213215269,1364.9892,1119.0918666666666,474.3025333333333,253.76345777777775,21.329800000000002,0.0017,0.0002,0.0024755555555555334,0.015666666666666666,0.04439111111111107,100.0,-22.586362240552145,0.8458545136180383,732.78125,1092.625,100838.875,-1.848815e-05,0.98999023,283.45544
2013-01-06 16:00:00,1116.8947755702723,3.3201449271938817,1402.6669333333332,1153.8326666666667,454.64613333333335,253.57646222222226,20.959346666666665,0.0018000000000000002,0.0002,0.0024,0.016028888888888832,0.0456222222222222,66.33333333333333,-22.586362240552145,0.8228469263331782,920.71875,1127.7188,100789.125,-4.5632944e-05,0.95983887,282.7096
2013-01-06 17:00:00,962.4679911699778,14.329549681665544,1352.5957333333333,1109.0012,413.0842666666667,253.4038511111111,20.6174,0.0018911111111111001,0.0002,0.0024,0.016375555555555532,0.046762222222222205,100.0,-22.586362240552145,0.8478295158764987,904.8125,1089.2188,100692.375,-3.41814e-05,0.98999023,283.24976
2013-01-06 18:00:00,718.6490066225166,27.76598864730301,1264.6673333333335,1029.4548,417.2218666666667,253.32196888888885,20.731682222222222,0.0019,0.0002,0.0022777777777777666,0.0162266666666666,0.0451933333333333,100.0,-22.586362240552145,0.9282958049860364,388.4375,977.21875,100666.56,-1.8146588e-05,0.980011,283.06104
2013-01-06 19:00:00,337.2604856512141,41.2398651138339,1059.0034,844.1777,227.6859,253.27051,21.459265,0.0019,0.00018,0.00204166666666665,0.015404999999999974,0.03921666666666663,100.0,-22.586362240552145,1.0922499247936401,295.0,811.0,100694.19,-1.766489e-05,0.88986206,284.91406
2013-01-06 20:00:00,183.79801324503308,54.60279003584972,817.0337,629.4887,46.9881,253.22476666666665,22.106005,0.0019,0.0001,0.0018299999999999749,0.014669999999999975,0.03390166666666665,99.33333333333333,-22.586362240552145,1.4176397074989793,183.3125,598.5625,100646.875,-2.4980167e-05,0.5914917,285.81525
2013-01-06 21:00:00,118.61368653421631,67.76024792459197,547.4726666666667,396.45640000000003,32.41506666666667,253.6647577777778,22.130679999999998,0.0019888888888888664,0.0001,0.0016622222222222002,0.014459999999999966,0.0294644444444444,87.68888888888888,-22.586362240552145,2.1685703503702984,53.71875,358.96875,100775.44,-2.6804875e-05,0.13116455,285.28485
2013-01-07 11:00:00,334.9889624724062,67.3676460607645,498.7151999999999,370.4938666666667,324.9757333333333,265.53537777777774,9.669453333333333,0.003975555555555533,0.0003,0.0012,0.0220422222222222,0.006853333333333333,46.48888888888889,-22.46938536754984,2.132926795093649,389.25,390.0625,100718.06,-4.6813162e-05,0.029663086,280.22693
2013-01-07 12:00:00,586.2759381898454,54.1952367776812,817.1466,653.4519,653.4519,265.21871166666665,9.594531666666667,0.0039,0.0003,0.0012,0.021824999999999976,0.00699,0.0,-22.46938536754984,1.4036371614759457,640.03125,641.3125,100599.875,-7.254281e-05,0.0,278.8935
2013-01-07 13:00:00,781.8101545253863,40.822369915519026,1059.1006,870.4769,870.4768,264.068045,10.233685,0.0039,0.0003,0.001293333333333325,0.0220433333333333,0.0073833333333333,0.0,-22.46938536754984,1.0853503936931883,863.09375,863.5,100545.375,-0.000100260135,0.0,276.20856
2013-01-07 14:00:00,934.5106696100074,27.34473565978497,1250.4956,1043.1541333333334,1043.1541333333334,262.86943111111106,10.899471111111112,0.0038999999999999994,0.0003,0.0013133333333333332,0.022279999999999998,0.0077955555555555,0.0,-22.46938536754984,0.9247434079068073,1038.3438,1036.875,100495.75,-0.00011787005,0.0,275.25266
2013-01-07 15:00:00,1021.1810154525385,13.923179963635302,1361.6624,1141.4264,1126.2517,261.69973,11.817689999999999,0.0039683333333333,0.0003,0.00152166666666665,0.024116666666666627,0.00900499999999995,0.6,-22.46938536754984,0.8463183330978682,1144.6875,1146.0938,100493.94,-0.00012774556,0.25650024,276.34308
2013-01-07 16:00:00,1043.1898454746135,3.4303842331949643,1401.6374,1172.8114,1052.0154,260.415105,13.068243333333333,0.0041883333333333,0.0003,0.0018466666666666501,0.0276033333333333,0.01106666666666665,4.233333333333333,-22.46938536754984,0.8229402464587824,1014.8125,1180.4375,100423.19,-0.00012529269,0.51446533,275.70255
2013-01-07 17:00:00,1014.8896247240618,14.269802020754756,1362.0185999999999,1131.2339000000002,1078.0319,259.1304783333333,14.318796666666668,0.0044083333333333,0.0003,0.0021733333333332997,0.031088333333333273,0.013124999999999973,7.166666666666667,-22.46938536754984,0.847604318300029,1087.75,1140.5312,100401.5,-0.00011352729,0.48565674,277.09946
2013-01-07 18:00:00,941.7807211184695,27.69768618117308,1265.3334666666667,1039.8509333333334,1039.2234666666666,258.1415422222222,15.24297777777778,0.004544444444444433,0.0003,0.0023,0.032568888888888835,0.013935555555555534,0.0,-22.46938536754984,0.9277145549523669,1028.1875,1027.4688,100375.69,-8.9975074e-05,0.53149414,277.83707
2013-01-07 19:00:00,751.699779249448,41.173943538749576,1033.5445333333334,828.3254666666667,828.3256,256.98613555555556,16.239322222222224,0.004626666666666667,0.0003,0.0023,0.031697777777777734,0.013217777777777733,0.0,-22.46938536754984,1.0911508232392912,828.71875,853.53125,100386.81,-6.9215006e-05,0.09667969,277.9381
2013-01-07 20:00:00,567.7983811626194,54.542783056880296,806.6777333333333,624.9469333333333,618.4933333333333,256.1388422222222,16.969986666666667,0.0047,0.0003,0.0022111111111111,0.031057777777777698,0.012695555555555535,1.2444444444444442,-22.46938536754984,1.4155559963010438,620.78125,631.75,100445.5,-4.3956374e-05,0.31350708,278.12903
2013-01-07 21:00:00,356.30684326710815,67.70857743687017,536.4395,388.4022,388.4022,255.37561,17.091971666666666,0.00483166666666665,0.00040166666666665,0.0023449999999999747,0.032264999999999947,0.01355499999999995,0.0,-22.46938536754984,2.1638055401359026,354.71875,382.59375,100537.25,-2.5652465e-05,0.5666809,281.4965
2013-01-08 11:00:00,379.1846946284033,67.50027471974343,569.5185333333334,423.96346666666665,423.9637333333333,259.8227977777778,11.299213333333334,0.004644444444444434,0.0006,0.003035555555555533,0.03471777777777773,0.01842888888888883,0.0,-22.34501797811082,2.1448248774875953,373.9375,374.25,101095.625,-3.2433774e-05,0.0,280.1446
2013-01-08 12:00:00,573.9602649006622,54.322771085149114,814.4619,641.3875,641.3875,259.4924316666667,11.467044999999999,0.0046,0.0006,0.003061666666666625,0.0345533333333333,0.018699999999999974,0.0,-22.34501797811082,1.4079814611986354,618.40625,618.78125,100983.06,-5.3269556e-05,0.0,281.3081
2013-01-08 13:00:00,768.9072847682119,40.946005884357675,1056.9811,858.4276,723.3229,258.77255833333334,12.128286666666668,0.0046,0.0006,0.003294999999999975,0.035521666666666646,0.02019999999999995,9.683333333333334,-22.34501797811082,1.0873784939406301,834.75,835.09375,100925.69,-7.184502e-05,0.0,280.71948
2013-01-08 14:00:00,902.0014716703458,27.46691809053026,1224.8202666666666,1009.3215999999999,878.4745333333334,258.1426822222222,12.706873333333334,0.004646666666666667,0.0006,0.0034999999999999667,0.0363644444444444,0.0215133333333333,14.666666666666666,-22.34501797811082,0.9257658147028858,1002.90625,1003.125,100834.69,-7.914123e-05,0.007171631,281.8321
