date,ghi,delta,mak,sza,TOA,GHIcc,GHI,tco3,tcwv,AOD BC,AOD DU,AOD SS,AOD OR,AOD SU,Cloud coverage,GHIera,GHIeracc,msl,ie,hcc,d2m,GHIl,GHImerra
2022-03-12 13:00:00,740.1348435814455,-3.618856729348031,1.002963724443791,48.79302247489636,920.567,767.0756,532.7526,259.27377666666666,8.252351666666668,0.0016916666666666,0.0004,0.0001,0.0170433333333333,0.0094566666666666,61.23333333333333,527.73828125,802.66015625,101721.88375,-1.951732e-05,0.0499038695,275.596075,727.32501,754.25
2022-03-12 14:00:00,998.423229054297,-3.618856729348031,0.8197729783388603,36.28224584152536,1125.1729,955.1089,771.7673,259.37980833333336,7.998036666666667,0.0021616666666666,0.0003349999999999,0.0001,0.021565,0.0097366666666666,61.25,757.921875,966.57029375,101525.353125,-2.776418125e-05,0.00541687,274.6596425,935.10001,937.5
2022-03-12 15:00:00,898.5634663790004,-3.618856729348031,0.7340723331067995,25.804633513198777,1255.0255,1075.749,908.7371,259.6977516666667,7.799443333333333,0.0023099999999999,0.0003766666666666,0.0001,0.0230949999999999,0.0103316666666666,28.633333333333333,840.71484375,1057.8398125,101346.868125,-2.78950325e-05,0.035167695,274.9115725,1059.850025,1031.0
2022-03-12 16:00:00,1106.2927004674575,-3.618856729348031,0.7069229951169081,20.791383137917308,1301.2595,1119.5898,998.94,260.22761,7.656575,0.0021366666666666,0.0005283333333333,0.0001,0.0216349999999999,0.0112383333333333,31.566666666666663,927.9921875,1067.8203125,101163.275,-3.179544125e-05,0.08805847375,275.372675,1106.6,1047.5
2022-03-12 18:00:00,920.2553038475368,-3.618856729348031,0.805768549717344,34.9020782329893,1136.1408,966.8322,892.539,260.7894383333333,7.660075,0.0018299999999999,0.0008649999999999,0.0001,0.0191649999999999,0.0132016666666666,7.4,793.0703125,863.7265625,100858.55375,-2.3602333625e-05,0.0453758239999999,275.24066875,958.07501,890.25
2022-03-12 19:00:00,774.8417835311038,-3.618856729348031,0.9736830937797002,47.26507179572455,936.0309,780.8131000000001,732.6776,260.32352000000003,8.095690000000001,0.0017849999999999,0.0011349999999999,0.0001,0.0186116666666666,0.01441,6.266666666666667,592.0703125,661.04296875,100834.0775,-1.7233833e-05,0.045490265,274.988225,778.82502,656.75
2022-03-12 20:00:00,520.8306364617043,-3.618856729348031,1.3409239978846927,60.4874319900033,674.0216,540.9482,540.9482,259.8576033333334,8.531303333333334,0.0017,0.0014099999999999,0.0001,0.0180566666666666,0.0156133333333333,0.0,340.5703125,413.9609375,100926.76625,-9.53965325e-06,0.0,275.70167625,546.875,396.25
2022-03-12 21:00:00,180.9564904710536,-3.618856729348031,2.401547180251068,74.04829733457323,367.9706,269.43690000000004,147.37130000000002,259.209275,8.652845,0.0016316666666666,0.0015966666666666,0.0001,0.0174149999999999,0.0167466666666666,60.66666666666666,111.71875,166.90234375,101156.765,-4.1115853625e-06,0.0,277.96913125000003,283.20001,160.0625
2022-03-13 11:00:00,231.18782212633343,-3.2253778251555234,2.6819964397421745,75.75699528826082,385.4928,286.9016,177.7812,255.65992666666668,8.016931111111111,0.001,0.0006,0.0001,0.01376,0.0149577777777777,40.46666666666667,255.21875,356.046875,102041.875,-8.58970465e-06,0.0015563965,277.060545,229.275005,183.25
2022-03-13 12:00:00,524.4336569579287,-3.2253778251555234,1.4155665887896045,62.18542154049388,652.7964999999999,525.3924,456.724,255.24565,7.898423333333333,0.0009866666666666,0.0005666666666666,4.833333333333333e-05,0.0129199999999999,0.0139083333333333,8.733333333333333,406.328125,575.4140625,101983.359375,-1.3637502125e-05,0.004886627375,276.97604125,493.625,359.75
2022-03-13 15:00:00,1164.2215030564544,-3.2253778251555234,0.7358543671146186,26.090296778114144,1251.6342,1072.2327,919.3345,253.176415,8.680173333333332,0.0009,0.0004,0.0,0.0115999999999999,0.0108016666666666,19.03333333333333,968.3984375,1052.3164375,101558.265,-4.2078085375e-05,0.039920806875,274.4644425,1046.800035,956.5
2022-03-13 16:00:00,1165.203164329378,-3.2253778251555234,0.7087733891643977,21.18205618798572,1297.4675,1111.4822,984.1974,253.19283666666664,9.379575,0.0009,0.0004,2e-05,0.0125933333333333,0.0118349999999999,10.483333333333333,984.6875,1066.359375,101386.70375,-4.6222965e-05,0.0883102415,272.504755,1093.825025,994.5
2022-03-13 17:00:00,1090.8845738942823,-3.2253778251555234,0.7304010151213419,25.20210269206952,1256.5337,1070.6369,991.9331,253.2092583333333,10.078976666666666,0.0009,0.0004533333333333,0.0001,0.0135833333333333,0.0128749999999999,6.45,891.8203125,1000.17578125,101275.69375,-3.59505935e-05,0.18412017875,270.941125,1059.0,940.0
2022-03-13 18:00:00,791.0068320747931,-3.2253778251555234,0.8087478625251632,35.20367152812523,1131.6159,953.7186,948.6632,253.22125166666663,10.692368333333334,0.0009,0.0005133333333333,0.0001,0.0138033333333333,0.0135466666666666,2.4,712.68359375,859.31640625,101245.140625,-3.072046075e-05,0.2834777825,271.00429375,945.32502,832.5
2022-03-13 19:00:00,44.090255303847535,-3.2253778251555234,0.9784434471939252,47.52228053623397,931.2252,769.2488000000001,471.4055,253.2288233333333,11.219748333333332,0.0009,0.0006149999999999,0.0001,0.0132416666666666,0.0138599999999999,72.76666666666667,452.7265625,655.72265625,101321.921875,-2.6210705625e-05,0.2534408525,273.38747125,687.325,647.5
2022-03-13 21:00:00,254.9424667385832,-3.2253778251555234,2.434727216662307,74.27177682518193,362.8684,263.3705,25.3091,252.90115,11.751533333333333,0.0008,0.0009283333333333,0.0001,0.0118149999999999,0.0140633333333333,97.5,121.63671875,161.7890625,101473.5625,-3.7663558125e-06,0.3180694575,277.0093,148.35,168.875
2022-03-14 11:00:00,103.3105597506892,-2.83133541238714,2.7006193038750235,75.85747476289481,383.3025333333333,283.57733333333334,60.4232,254.25066666666663,8.834817777777777,0.0009,0.0014,0.0001,0.0119555555555555,0.0183955555555555,100.0,247.8125,355.15625,102071.77999999998,-9.12381815e-06,0.011428833,276.704835,199.475,221.875
2022-03-14 12:00:00,208.65336209996403,-2.83133541238714,1.4208134292516177,62.297112513385606,650.4087,521.1338000000001,232.0557,254.49583,8.708428333333334,0.0008633333333333,0.0014,0.0001,0.0112066666666666,0.0179699999999999,100.0,456.28515625,579.1953125,102024.671875,-1.37626485e-05,0.02708053575,275.7692575,446.125,539.0
2022-03-14 13:00:00,610.1923768428622,-2.83133541238714,1.008521953819144,49.06916384022245,915.2215,761.5022,547.3148,254.82266666666663,8.841113333333332,0.0008,0.0013166666666666,0.0001,0.0104333333333333,0.0176399999999999,60.41666666666667,693.52734375,801.1953125,101921.15625,-1.9680795875e-05,0.030422210625,274.19583375,700.8,755.5
2022-03-14 14:00:00,926.2135922330096,-2.83133541238714,0.8238176759612484,36.66396300345564,1119.1182,948.5314,746.8567,255.1495,8.973801666666667,0.0008,0.0013,0.0001216666666666,0.0096549999999999,0.0173066666666666,28.48333333333333,902.81640625,964.5663875,101788.703125,-2.8443376875000004e-05,0.058639526875,272.76593125,920.37501,875.5
2022-03-14 15:00:00,1045.6220783890687,-2.83133541238714,0.7376783180648693,26.37829086050533,1248.1841,1066.967,866.6096,255.02563666666668,9.178831666666667,0.0007683333333333,0.001225,0.0002,0.0093549999999999,0.0174466666666666,15.216666666666663,979.015625,1055.332,101636.125,-3.1900765625000006e-05,0.12364959875,271.6678175,1043.975035,929.75
2022-03-14 16:00:00,1103.7504494786049,-2.83133541238714,0.7106705426429144,21.573532681415,1293.6078,1107.8191000000002,846.5477,254.45108,9.456201666666669,0.0007,0.0010799999999999,0.0002,0.0095416666666666,0.0180649999999999,12.333333333333334,946.35546875,1067.2109375,101473.6475,-2.9795803125e-05,0.28946686875,269.87170625,1089.6000250000002,910.75
2022-03-14 17:00:00,764.1747572815533,-2.83133541238714,0.7326530273991504,25.57398411472132,1252.2827,1068.4659,698.8575,253.87652,9.73357,0.0007,0.000955,0.0002,0.0097183333333333,0.0186833333333333,47.3,873.88671875,1000.6875,101346.053125,-2.5424088125e-05,0.49512483,269.5620025,879.925,862.75
2022-03-14 18:00:00,620.9187342682487,-2.83133541238714,0.8118046082069481,35.50850741358635,1127.0192,951.2279,473.6712,253.118315,10.263948333333332,0.0007,0.0008366666666666,0.0002,0.0099383333333333,0.0196266666666665,100.0,708.0,858.98046875,101306.413125,-2.1764193625e-05,0.39257812375,269.91617,649.45002,680.25
2022-03-14 19:00:00,666.2297734627831,-2.83133541238714,0.9833294256397884,47.78260847892415,926.3526,765.4994,443.6022,252.17649,11.047333333333334,0.0007,0.0007266666666666,0.0002,0.0102066666666666,0.0209033333333333,97.93333333333334,498.3203125,653.54296875,101339.271875,-1.6651115999999998e-05,0.41793442125,271.0211875,702.925,501.125
2022-03-14 20:00:00,295.4710535778497,-2.83133541238714,1.3606653252450494,60.95739721557339,663.9597,526.8758,103.0279,251.234645,11.830718333333332,0.0007,0.0006183333333333,0.0002,0.0104783333333333,0.0221816666666666,94.31666666666666,288.81640625,405.6328125,101452.34375,-6.9187080125e-06,0.52685165,272.58150625,434.700005,291.875
2022-03-15 11:00:00,177.51887810140238,-2.43683372683265,2.719417315330434,75.95745949586558,381.1148,282.502,201.84146666666663,250.40175777777776,8.600171111111111,0.0008,0.0003088888888888,0.0001,0.0119066666666666,0.0183444444444444,100.0,330.9375,363.875,102429.5,-9.8358143e-06,0.227905275,275.21311999999995,226.70000125,196.3125
2022-03-15 12:00:00,501.504854368932,-2.43683372683265,1.426115681695611,62.40903340811355,648.0078,520.697,386.4245,250.9607,8.244253333333333,0.00079,0.0003,0.0001,0.0110683333333332,0.0171349999999999,95.13333333333333,543.60546875,589.796875,102334.509375,-1.4251505625e-05,0.23001861875,273.2430925,494.325015,500.625
2022-03-15 13:00:00,733.324343761237,-2.43683372683265,1.0113660686200474,49.20884903533493,912.503,762.2939,643.6244,251.65483166666667,8.037485,0.0007,0.0002133333333333,0.0001,0.0099633333333333,0.0159499999999999,55.43333333333334,764.8515625,814.046875,102210.328125,-2.0020845e-05,0.25373458125,270.58649375,738.175,763.5
2022-03-15 16:00:00,1038.6695433297375,-2.43683372683265,0.7126147436749327,21.96571245756496,1289.681,1110.5833,1055.8334,252.95705,8.078496666666666,0.0007,0.0001,0.0001,0.0089199999999999,0.0152999999999999,5.216666666666667,1039.61328125,1077.2539375,101695.618125,-2.3747154125e-05,0.4708099375,266.6566625,1090.925,888.75
2022-03-15 18:00:00,961.668464581086,-2.43683372683265,0.8149389431195622,35.81639045414168,1122.3538,953.2543,869.2433,252.9397833333333,8.658871666666666,0.0007,0.0001,0.0001,0.0095,0.0161616666666666,33.85,677.4140625,859.75,101527.243125,-1.16176673125e-05,0.99090576,267.72215,944.40001,646.75
2022-03-15 19:00:00,572.7094570298453,-2.43683372683265,0.9883415388187514,48.04588876629754,921.417,767.1553,605.4249,252.3830783333333,9.117291666666668,0.0007,0.0001,0.0001,0.0094316666666666,0.0156333333333333,65.2,410.73046875,653.26953125,101561.259375,-7.709371875e-06,0.9871635375,269.6041525,764.325,541.5
2022-03-15 20:00:00,479.6709816612729,-2.43683372683265,1.3709586779671588,61.19624975734156,658.8465,527.8912,250.1112,251.8263733333333,9.575715,0.0007,0.0001,0.0001,0.0093766666666666,0.0151016666666666,69.36666666666667,189.8515625,404.56640625,101611.484375,-4.7714857375e-06,0.984096525,269.95691,507.450005,393.25
2022-03-16 11:00:00,289.60326021814694,-2.0419762587084924,2.73840109760886,76.05699584294996,378.9286666666667,277.154,187.21293333333327,251.29068888888887,8.438982222222222,0.0015,0.0002,0.0003,0.0221733333333333,0.0255244444444444,100.0,303.984375,360.859375,102103.625,-7.0841052e-06,0.272567748,273.31555,223.3750025,224.5
2022-03-16 12:00:00,400.7443365695793,-2.0419762587084924,1.4314762774928889,62.52122824034456,645.592,513.7809,362.4911,251.25846666666664,8.585306666666666,0.0015366666666666,0.0002,0.0003366666666666,0.0226849999999999,0.0256216666666665,100.0,526.81640625,582.97265625,102009.665,-1.2497796125e-05,0.077259063875,272.7011725,484.60001,504.875
2022-03-16 13:00:00,762.9611650485436,-2.0419762587084924,1.014255355006873,49.34965290672466,909.7524,753.3448000000001,555.3269,251.35019666666668,8.756551666666667,0.001625,0.0002,0.0004,0.02384,0.0261566666666666,95.0,784.875,802.51953125,101872.55625,-1.907662975e-05,0.05045318625,271.56369,724.35,717.0
2022-03-16 15:00:00,1055.3398058252428,-2.0419762587084924,0.7414538454251307,26.96096359843563,1241.1074,1057.5686,1024.9078,251.46796,9.053665,0.0017133333333333,0.0002,0.0004,0.0246999999999999,0.0257083333333332,13.05,1044.7265625,1053.7578125,101530.1875,-2.45877315e-05,0.050159455625,268.723905,1037.1,1010.25
2022-03-16 16:00:00,1121.938151743977,-2.0419762587084924,0.7146062556388434,22.35849500774143,1285.6879,1099.0518,998.664,251.4282983333333,9.134158333333334,0.0016316666666666,0.0002,0.0004,0.0229549999999999,0.0231966666666666,49.03333333333333,1051.6015625,1064.734375,101335.234375,-2.226079275e-05,0.30744934375,267.55666875,1082.30005,992.5
2022-03-16 17:00:00,1115.1564185544769,-2.0419762587084924,0.7373282120148217,26.32334779678927,1243.5706,1060.2229,921.7868,251.3886383333333,9.214651666666668,0.00155,0.0002,0.0003266666666666,0.0212099999999999,0.0206883333333332,50.91666666666666,953.76953125,995.60546875,101125.2275,-1.754195575e-05,0.47465515275,267.33728125000005,1047.6,874.5
