,date,swgnt,swfdn
72,2017-01-04 00:30:00,0.0,0.0
73,2017-01-04 01:30:00,0.0,0.0
74,2017-01-04 02:30:00,0.0,0.0
75,2017-01-04 03:30:00,0.0,0.0
76,2017-01-04 04:30:00,0.0,0.0
77,2017-01-04 05:30:00,0.0,0.0
78,2017-01-04 06:30:00,0.0,0.0
79,2017-01-04 07:30:00,0.0,0.0
80,2017-01-04 08:30:00,0.0,0.0
81,2017-01-04 09:30:00,6.015625,7.6171875
82,2017-01-04 10:30:00,128.625,158.9375
83,2017-01-04 11:30:00,324.25,386.625
84,2017-01-04 12:30:00,532.75,621.0
85,2017-01-04 13:30:00,709.75,815.75
86,2017-01-04 14:30:00,794.75,905.25
87,2017-01-04 15:30:00,734.0,836.25
88,2017-01-04 16:30:00,630.25,721.75
89,2017-01-04 17:30:00,528.0,607.25
90,2017-01-04 18:30:00,424.625,489.875
91,2017-01-04 19:30:00,254.625,294.25
92,2017-01-04 20:30:00,167.875,194.5625
93,2017-01-04 21:30:00,101.9375,119.25
94,2017-01-04 22:30:00,28.429688,33.5625
95,2017-01-04 23:30:00,0.17913818,0.21252441
96,2017-01-05 00:30:00,0.0,0.0
97,2017-01-05 01:30:00,0.0,0.0
98,2017-01-05 02:30:00,0.0,0.0
99,2017-01-05 03:30:00,0.0,0.0
100,2017-01-05 04:30:00,0.0,0.0
101,2017-01-05 05:30:00,0.0,0.0
102,2017-01-05 06:30:00,0.0,0.0
103,2017-01-05 07:30:00,0.0,0.0
104,2017-01-05 08:30:00,0.0,0.0
105,2017-01-05 09:30:00,3.7675781,4.4453125
106,2017-01-05 10:30:00,77.53125,93.25
107,2017-01-05 11:30:00,279.5,331.25
108,2017-01-05 12:30:00,510.75,594.75
109,2017-01-05 13:30:00,422.375,487.5
110,2017-01-05 14:30:00,395.625,455.25
111,2017-01-05 15:30:00,416.375,478.875
112,2017-01-05 16:30:00,566.75,651.0
113,2017-01-05 17:30:00,635.0,730.0
114,2017-01-05 18:30:00,581.25,668.75
115,2017-01-05 19:30:00,441.875,510.25
116,2017-01-05 20:30:00,332.625,388.25
117,2017-01-05 21:30:00,175.25,208.5625
118,2017-01-05 22:30:00,43.296875,52.140625
119,2017-01-05 23:30:00,0.1642456,0.19610596
120,2017-01-06 00:30:00,0.0,0.0
121,2017-01-06 01:30:00,0.0,0.0
122,2017-01-06 02:30:00,0.0,0.0
123,2017-01-06 03:30:00,0.0,0.0
124,2017-01-06 04:30:00,0.0,0.0
125,2017-01-06 05:30:00,0.0,0.0
126,2017-01-06 06:30:00,0.0,0.0
127,2017-01-06 07:30:00,0.0,0.0
128,2017-01-06 08:30:00,0.0,0.0
129,2017-01-06 09:30:00,3.6533203,4.498047
130,2017-01-06 10:30:00,73.78125,89.21875
131,2017-01-06 11:30:00,179.375,212.0625
132,2017-01-06 12:30:00,198.125,231.5625
133,2017-01-06 13:30:00,255.8125,297.625
134,2017-01-06 14:30:00,355.5,412.875
135,2017-01-06 15:30:00,443.875,514.5
136,2017-01-06 16:30:00,523.0,604.75
137,2017-01-06 17:30:00,557.25,643.75
138,2017-01-06 18:30:00,520.25,600.5
139,2017-01-06 19:30:00,490.125,566.5
140,2017-01-06 20:30:00,330.25,384.875
141,2017-01-06 21:30:00,167.6875,196.5625
142,2017-01-06 22:30:00,45.234375,53.328125
143,2017-01-06 23:30:00,0.16912842,0.2010498
144,2017-01-07 00:30:00,0.0,0.0
145,2017-01-07 01:30:00,0.0,0.0
146,2017-01-07 02:30:00,0.0,0.0
147,2017-01-07 03:30:00,0.0,0.0
148,2017-01-07 04:30:00,0.0,0.0
149,2017-01-07 05:30:00,0.0,0.0
150,2017-01-07 06:30:00,0.0,0.0
151,2017-01-07 07:30:00,0.0,0.0
152,2017-01-07 08:30:00,0.0,0.0
153,2017-01-07 09:30:00,5.748047,7.3125
154,2017-01-07 10:30:00,131.875,163.5
155,2017-01-07 11:30:00,343.125,410.0
156,2017-01-07 12:30:00,560.25,653.5
157,2017-01-07 13:30:00,745.0,856.0
158,2017-01-07 14:30:00,876.25,998.25
159,2017-01-07 15:30:00,925.5,1051.0
160,2017-01-07 16:30:00,829.25,945.5
161,2017-01-07 17:30:00,723.0,824.5
162,2017-01-07 18:30:00,574.0,655.25
163,2017-01-07 19:30:00,438.375,504.875
164,2017-01-07 20:30:00,277.375,324.375
165,2017-01-07 21:30:00,136.1875,161.9375
166,2017-01-07 22:30:00,44.625,54.53125
167,2017-01-07 23:30:00,0.1539917,0.18395996
168,2017-01-08 00:30:00,0.0,0.0
169,2017-01-08 01:30:00,0.0,0.0
170,2017-01-08 02:30:00,0.0,0.0
171,2017-01-08 03:30:00,0.0,0.0
172,2017-01-08 04:30:00,0.0,0.0
173,2017-01-08 05:30:00,0.0,0.0
174,2017-01-08 06:30:00,0.0,0.0
175,2017-01-08 07:30:00,0.0,0.0
176,2017-01-08 08:30:00,0.0,0.0
177,2017-01-08 09:30:00,5.2539062,6.5195312
178,2017-01-08 10:30:00,122.5,149.6875
179,2017-01-08 11:30:00,331.625,394.625
180,2017-01-08 12:30:00,554.75,646.75
181,2017-01-08 13:30:00,734.0,843.5
182,2017-01-08 14:30:00,876.0,996.75
183,2017-01-08 15:30:00,909.5,1034.0
184,2017-01-08 16:30:00,925.5,1052.0
185,2017-01-08 17:30:00,828.5,944.5
186,2017-01-08 18:30:00,680.5,779.25
187,2017-01-08 19:30:00,529.75,610.5
188,2017-01-08 20:30:00,365.0,425.0
189,2017-01-08 21:30:00,204.75,243.5
190,2017-01-08 22:30:00,51.765625,63.171875
191,2017-01-08 23:30:00,0.16967773,0.20410156
192,2017-01-09 00:30:00,0.0,0.0
193,2017-01-09 01:30:00,0.0,0.0
194,2017-01-09 02:30:00,0.0,0.0
195,2017-01-09 03:30:00,0.0,0.0
196,2017-01-09 04:30:00,0.0,0.0
197,2017-01-09 05:30:00,0.0,0.0
198,2017-01-09 06:30:00,0.0,0.0
199,2017-01-09 07:30:00,0.0,0.0
200,2017-01-09 08:30:00,0.0,0.0
201,2017-01-09 09:30:00,5.6367188,7.078125
202,2017-01-09 10:30:00,133.125,164.625
203,2017-01-09 11:30:00,350.375,418.75
204,2017-01-09 12:30:00,572.75,668.25
205,2017-01-09 13:30:00,769.25,883.5
206,2017-01-09 14:30:00,918.25,1045.0
207,2017-01-09 15:30:00,1007.25,1140.5
208,2017-01-09 16:30:00,1027.0,1161.5
209,2017-01-09 17:30:00,962.5,1092.0
210,2017-01-09 18:30:00,802.25,914.25
211,2017-01-09 19:30:00,596.25,686.25
212,2017-01-09 20:30:00,318.875,372.375
213,2017-01-09 21:30:00,143.625,171.25
214,2017-01-09 22:30:00,53.578125,66.21875
215,2017-01-09 23:30:00,0.15118408,0.1821289
216,2017-01-10 00:30:00,0.0,0.0
217,2017-01-10 01:30:00,0.0,0.0
218,2017-01-10 02:30:00,0.0,0.0
219,2017-01-10 03:30:00,0.0,0.0
220,2017-01-10 04:30:00,0.0,0.0
221,2017-01-10 05:30:00,0.0,0.0
222,2017-01-10 06:30:00,0.0,0.0
223,2017-01-10 07:30:00,0.0,0.0
224,2017-01-10 08:30:00,0.0,0.0
225,2017-01-10 09:30:00,1.9101562,2.2734375
226,2017-01-10 10:30:00,68.46875,82.21875
227,2017-01-10 11:30:00,162.875,192.375
228,2017-01-10 12:30:00,179.5625,210.625
229,2017-01-10 13:30:00,266.25,310.75
230,2017-01-10 14:30:00,478.5,558.25
231,2017-01-10 15:30:00,640.5,742.25
232,2017-01-10 16:30:00,713.25,822.25
233,2017-01-10 17:30:00,640.75,738.0
234,2017-01-10 18:30:00,561.25,647.25
235,2017-01-10 19:30:00,433.875,501.875
236,2017-01-10 20:30:00,271.125,315.625
237,2017-01-10 21:30:00,125.78125,146.875
238,2017-01-10 22:30:00,38.515625,45.15625
239,2017-01-10 23:30:00,0.11520386,0.1361084
240,2017-01-11 00:30:00,0.0,0.0
241,2017-01-11 01:30:00,0.0,0.0
242,2017-01-11 02:30:00,0.0,0.0
243,2017-01-11 03:30:00,0.0,0.0
244,2017-01-11 04:30:00,0.0,0.0
245,2017-01-11 05:30:00,0.0,0.0
246,2017-01-11 06:30:00,0.0,0.0
247,2017-01-11 07:30:00,0.0,0.0
248,2017-01-11 08:30:00,0.0,0.0
249,2017-01-11 09:30:00,4.3808594,5.4765625
250,2017-01-11 10:30:00,105.03125,130.0625
251,2017-01-11 11:30:00,279.625,336.75
252,2017-01-11 12:30:00,446.25,525.5
253,2017-01-11 13:30:00,602.0,698.0
254,2017-01-11 14:30:00,672.25,772.25
255,2017-01-11 15:30:00,662.75,757.0
256,2017-01-11 16:30:00,591.25,674.25
257,2017-01-11 17:30:00,579.25,660.75
258,2017-01-11 18:30:00,500.75,572.75
259,2017-01-11 19:30:00,363.875,419.5
260,2017-01-11 20:30:00,237.4375,277.375
261,2017-01-11 21:30:00,111.3125,132.0
262,2017-01-11 22:30:00,20.28125,24.03125
263,2017-01-11 23:30:00,0.031166077,0.03665161
264,2017-01-12 00:30:00,0.0,0.0
265,2017-01-12 01:30:00,0.0,0.0
266,2017-01-12 02:30:00,0.0,0.0
267,2017-01-12 03:30:00,0.0,0.0
268,2017-01-12 04:30:00,0.0,0.0
269,2017-01-12 05:30:00,0.0,0.0
270,2017-01-12 06:30:00,0.0,0.0
271,2017-01-12 07:30:00,0.0,0.0
272,2017-01-12 08:30:00,0.0,0.0
273,2017-01-12 09:30:00,3.6875,4.359375
274,2017-01-12 10:30:00,95.71875,114.75
275,2017-01-12 11:30:00,243.8125,286.875
276,2017-01-12 12:30:00,400.5,465.75
277,2017-01-12 13:30:00,562.25,648.75
278,2017-01-12 14:30:00,725.25,832.75
279,2017-01-12 15:30:00,759.75,870.25
280,2017-01-12 16:30:00,786.5,898.0
281,2017-01-12 17:30:00,744.75,853.75
282,2017-01-12 18:30:00,621.75,715.5
283,2017-01-12 19:30:00,430.625,498.25
284,2017-01-12 20:30:00,275.125,320.125
285,2017-01-12 21:30:00,130.1875,152.125
286,2017-01-12 22:30:00,35.984375,42.453125
287,2017-01-12 23:30:00,0.056503296,0.06713867
288,2017-01-13 00:30:00,0.0,0.0
289,2017-01-13 01:30:00,0.0,0.0
290,2017-01-13 02:30:00,0.0,0.0
291,2017-01-13 03:30:00,0.0,0.0
292,2017-01-13 04:30:00,0.0,0.0
293,2017-01-13 05:30:00,0.0,0.0
294,2017-01-13 06:30:00,0.0,0.0
295,2017-01-13 07:30:00,0.0,0.0
296,2017-01-13 08:30:00,0.0,0.0
297,2017-01-13 09:30:00,4.5058594,5.5859375
298,2017-01-13 10:30:00,124.71875,154.1875
299,2017-01-13 11:30:00,339.375,405.375
300,2017-01-13 12:30:00,550.5,641.75
301,2017-01-13 13:30:00,729.25,838.0
302,2017-01-13 14:30:00,827.5,945.0
303,2017-01-13 15:30:00,844.25,962.25
304,2017-01-13 16:30:00,794.75,905.75
305,2017-01-13 17:30:00,765.75,870.25
306,2017-01-13 18:30:00,698.25,795.25
307,2017-01-13 19:30:00,537.75,618.75
308,2017-01-13 20:30:00,352.625,412.25
309,2017-01-13 21:30:00,170.8125,204.0
310,2017-01-13 22:30:00,40.546875,49.265625
311,2017-01-13 23:30:00,0.06289673,0.07559204
312,2017-01-14 00:30:00,0.0,0.0
313,2017-01-14 01:30:00,0.0,0.0
314,2017-01-14 02:30:00,0.0,0.0
315,2017-01-14 03:30:00,0.0,0.0
316,2017-01-14 04:30:00,0.0,0.0
317,2017-01-14 05:30:00,0.0,0.0
318,2017-01-14 06:30:00,0.0,0.0
319,2017-01-14 07:30:00,0.0,0.0
320,2017-01-14 08:30:00,0.0,0.0
321,2017-01-14 09:30:00,2.5136719,2.9863281
322,2017-01-14 10:30:00,80.03125,94.34375
323,2017-01-14 11:30:00,299.125,354.125
324,2017-01-14 12:30:00,560.75,654.0
325,2017-01-14 13:30:00,765.0,878.25
326,2017-01-14 14:30:00,909.0,1033.5
327,2017-01-14 15:30:00,958.75,1084.5
328,2017-01-14 16:30:00,932.25,1053.0
329,2017-01-14 17:30:00,830.0,939.75
330,2017-01-14 18:30:00,586.0,669.75
331,2017-01-14 19:30:00,369.5,425.25
332,2017-01-14 20:30:00,216.6875,251.9375
333,2017-01-14 21:30:00,105.96875,125.1875
334,2017-01-14 22:30:00,18.382812,21.773438
335,2017-01-14 23:30:00,0.024490356,0.028800964
336,2017-01-15 00:30:00,0.0,0.0
337,2017-01-15 01:30:00,0.0,0.0
338,2017-01-15 02:30:00,0.0,0.0
339,2017-01-15 03:30:00,0.0,0.0
340,2017-01-15 04:30:00,0.0,0.0
341,2017-01-15 05:30:00,0.0,0.0
342,2017-01-15 06:30:00,0.0,0.0
343,2017-01-15 07:30:00,0.0,0.0
344,2017-01-15 08:30:00,0.0,0.0
345,2017-01-15 09:30:00,1.5605469,1.8476562
346,2017-01-15 10:30:00,43.625,51.421875
347,2017-01-15 11:30:00,138.0625,160.9375
348,2017-01-15 12:30:00,279.0,323.25
349,2017-01-15 13:30:00,483.375,558.25
350,2017-01-15 14:30:00,679.25,780.75
351,2017-01-15 15:30:00,810.0,926.25
352,2017-01-15 16:30:00,847.25,966.75
353,2017-01-15 17:30:00,770.5,880.5
354,2017-01-15 18:30:00,665.75,763.5
355,2017-01-15 19:30:00,566.25,652.5
356,2017-01-15 20:30:00,416.625,485.5
357,2017-01-15 21:30:00,219.0,259.875
358,2017-01-15 22:30:00,51.5,61.171875
359,2017-01-15 23:30:00,0.06484985,0.076934814
360,2017-01-16 00:30:00,0.0,0.0
361,2017-01-16 01:30:00,0.0,0.0
362,2017-01-16 02:30:00,0.0,0.0
363,2017-01-16 03:30:00,0.0,0.0
364,2017-01-16 04:30:00,0.0,0.0
365,2017-01-16 05:30:00,0.0,0.0
366,2017-01-16 06:30:00,0.0,0.0
367,2017-01-16 07:30:00,0.0,0.0
368,2017-01-16 08:30:00,0.0,0.0
369,2017-01-16 09:30:00,1.6806641,1.9829102
370,2017-01-16 10:30:00,66.3125,79.0
371,2017-01-16 11:30:00,246.125,290.375
372,2017-01-16 12:30:00,529.75,616.75
373,2017-01-16 13:30:00,727.0,834.0
374,2017-01-16 14:30:00,859.25,976.75
375,2017-01-16 15:30:00,941.75,1065.5
376,2017-01-16 16:30:00,890.5,1013.5
377,2017-01-16 17:30:00,751.0,860.75
378,2017-01-16 18:30:00,488.0,562.5
379,2017-01-16 19:30:00,332.375,384.0
380,2017-01-16 20:30:00,235.0,272.25
381,2017-01-16 21:30:00,173.4375,204.5
382,2017-01-16 22:30:00,53.75,66.375
383,2017-01-16 23:30:00,0.031166077,0.037322998
384,2017-01-17 00:30:00,0.0,0.0
385,2017-01-17 01:30:00,0.0,0.0
386,2017-01-17 02:30:00,0.0,0.0
387,2017-01-17 03:30:00,0.0,0.0
388,2017-01-17 04:30:00,0.0,0.0
389,2017-01-17 05:30:00,0.0,0.0
390,2017-01-17 06:30:00,0.0,0.0
391,2017-01-17 07:30:00,0.0,0.0
392,2017-01-17 08:30:00,0.0,0.0
393,2017-01-17 09:30:00,1.4643555,1.7319336
394,2017-01-17 10:30:00,45.484375,54.296875
395,2017-01-17 11:30:00,129.5,151.75
396,2017-01-17 12:30:00,289.25,335.5
397,2017-01-17 13:30:00,465.875,536.5
398,2017-01-17 14:30:00,616.0,705.75
399,2017-01-17 15:30:00,747.25,852.75
400,2017-01-17 16:30:00,785.5,896.25
401,2017-01-17 17:30:00,756.25,863.25
402,2017-01-17 18:30:00,658.5,755.75
403,2017-01-17 19:30:00,508.0,586.25
404,2017-01-17 20:30:00,337.625,393.875
405,2017-01-17 21:30:00,172.9375,205.4375
406,2017-01-17 22:30:00,35.6875,42.828125
407,2017-01-17 23:30:00,0.014533997,0.017234802
408,2017-01-18 00:30:00,0.0,0.0
409,2017-01-18 01:30:00,0.0,0.0
410,2017-01-18 02:30:00,0.0,0.0
411,2017-01-18 03:30:00,0.0,0.0
412,2017-01-18 04:30:00,0.0,0.0
413,2017-01-18 05:30:00,0.0,0.0
414,2017-01-18 06:30:00,0.0,0.0
415,2017-01-18 07:30:00,0.0,0.0
416,2017-01-18 08:30:00,0.0,0.0
417,2017-01-18 09:30:00,2.461914,2.9238281
418,2017-01-18 10:30:00,81.96875,96.78125
419,2017-01-18 11:30:00,278.25,328.375
420,2017-01-18 12:30:00,518.0,602.75
421,2017-01-18 13:30:00,718.75,824.25
422,2017-01-18 14:30:00,852.0,968.0
423,2017-01-18 15:30:00,841.75,951.5
424,2017-01-18 16:30:00,761.0,859.5
425,2017-01-18 17:30:00,642.75,729.75
426,2017-01-18 18:30:00,503.875,576.25
427,2017-01-18 19:30:00,352.5,406.0
428,2017-01-18 20:30:00,158.0,183.25
429,2017-01-18 21:30:00,76.375,89.1875
430,2017-01-18 22:30:00,18.070312,21.140625
431,2017-01-18 23:30:00,0.0035533905,0.0041999817
432,2017-01-19 00:30:00,0.0,0.0
433,2017-01-19 01:30:00,0.0,0.0
434,2017-01-19 02:30:00,0.0,0.0
435,2017-01-19 03:30:00,0.0,0.0
436,2017-01-19 04:30:00,0.0,0.0
437,2017-01-19 05:30:00,0.0,0.0
438,2017-01-19 06:30:00,0.0,0.0
439,2017-01-19 07:30:00,0.0,0.0
440,2017-01-19 08:30:00,0.0,0.0
441,2017-01-19 09:30:00,3.1972656,3.868164
442,2017-01-19 10:30:00,116.59375,143.4375
443,2017-01-19 11:30:00,338.625,404.625
444,2017-01-19 12:30:00,565.25,658.75
445,2017-01-19 13:30:00,764.75,877.25
446,2017-01-19 14:30:00,917.0,1041.5
447,2017-01-19 15:30:00,1008.75,1140.0
448,2017-01-19 16:30:00,1032.0,1164.5
449,2017-01-19 17:30:00,984.25,1113.0
450,2017-01-19 18:30:00,861.0,980.0
451,2017-01-19 19:30:00,693.25,797.75
452,2017-01-19 20:30:00,476.375,557.75
453,2017-01-19 21:30:00,248.875,299.0
454,2017-01-19 22:30:00,63.890625,79.34375
455,2017-01-19 23:30:00,0.011615753,0.013782501
456,2017-01-20 00:30:00,0.0,0.0
457,2017-01-20 01:30:00,0.0,0.0
458,2017-01-20 02:30:00,0.0,0.0
459,2017-01-20 03:30:00,0.0,0.0
460,2017-01-20 04:30:00,0.0,0.0
461,2017-01-20 05:30:00,0.0,0.0
462,2017-01-20 06:30:00,0.0,0.0
463,2017-01-20 07:30:00,0.0,0.0
464,2017-01-20 08:30:00,0.0,0.0
465,2017-01-20 09:30:00,3.1503906,3.9101562
466,2017-01-20 10:30:00,116.0625,142.4375
467,2017-01-20 11:30:00,328.75,391.75
468,2017-01-20 12:30:00,554.0,645.5
469,2017-01-20 13:30:00,760.25,872.25
470,2017-01-20 14:30:00,914.75,1039.0
471,2017-01-20 15:30:00,1008.0,1139.0
472,2017-01-20 16:30:00,1033.5,1166.0
473,2017-01-20 17:30:00,988.25,1117.5
474,2017-01-20 18:30:00,855.75,973.75
475,2017-01-20 19:30:00,657.5,756.5
476,2017-01-20 20:30:00,462.25,541.25
477,2017-01-20 21:30:00,257.5,309.625
478,2017-01-20 22:30:00,67.28125,83.78125
479,2017-01-20 23:30:00,0.007041931,0.008384705
480,2017-01-21 00:30:00,0.0,0.0
481,2017-01-21 01:30:00,0.0,0.0
482,2017-01-21 02:30:00,0.0,0.0
483,2017-01-21 03:30:00,0.0,0.0
484,2017-01-21 04:30:00,0.0,0.0
485,2017-01-21 05:30:00,0.0,0.0
486,2017-01-21 06:30:00,0.0,0.0
487,2017-01-21 07:30:00,0.0,0.0
488,2017-01-21 08:30:00,0.0,0.0
489,2017-01-21 09:30:00,2.4316406,2.8955078
490,2017-01-21 10:30:00,83.75,98.84375
491,2017-01-21 11:30:00,254.5625,299.25
492,2017-01-21 12:30:00,455.875,530.25
493,2017-01-21 13:30:00,653.0,752.0
494,2017-01-21 14:30:00,846.5,966.0
495,2017-01-21 15:30:00,995.25,1125.0
496,2017-01-21 16:30:00,1026.5,1158.5
497,2017-01-21 17:30:00,982.75,1111.0
498,2017-01-21 18:30:00,860.0,978.25
499,2017-01-21 19:30:00,645.0,741.75
500,2017-01-21 20:30:00,425.75,498.5
501,2017-01-21 21:30:00,231.875,278.625
502,2017-01-21 22:30:00,57.140625,71.28125
503,2017-01-21 23:30:00,0.002776146,0.003288269
504,2017-01-22 00:30:00,0.0,0.0
505,2017-01-22 01:30:00,0.0,0.0
506,2017-01-22 02:30:00,0.0,0.0
507,2017-01-22 03:30:00,0.0,0.0
508,2017-01-22 04:30:00,0.0,0.0
509,2017-01-22 05:30:00,0.0,0.0
510,2017-01-22 06:30:00,0.0,0.0
511,2017-01-22 07:30:00,0.0,0.0
512,2017-01-22 08:30:00,0.0,0.0
513,2017-01-22 09:30:00,2.2978516,2.7978516
514,2017-01-22 10:30:00,107.71875,132.25
515,2017-01-22 11:30:00,311.0,370.0
516,2017-01-22 12:30:00,517.0,601.5
517,2017-01-22 13:30:00,694.0,795.75
518,2017-01-22 14:30:00,778.0,883.5
519,2017-01-22 15:30:00,752.5,850.5
520,2017-01-22 16:30:00,654.0,740.25
521,2017-01-22 17:30:00,459.75,521.5
522,2017-01-22 18:30:00,329.625,376.5
523,2017-01-22 19:30:00,212.4375,244.25
524,2017-01-22 20:30:00,123.40625,142.5
525,2017-01-22 21:30:00,52.28125,60.546875
526,2017-01-22 22:30:00,12.7421875,14.878906
527,2017-01-22 23:30:00,3.682077e-05,4.3675303e-05
528,2017-01-23 00:30:00,0.0,0.0
529,2017-01-23 01:30:00,0.0,0.0
530,2017-01-23 02:30:00,0.0,0.0
531,2017-01-23 03:30:00,0.0,0.0
532,2017-01-23 04:30:00,0.0,0.0
533,2017-01-23 05:30:00,0.0,0.0
534,2017-01-23 06:30:00,0.0,0.0
535,2017-01-23 07:30:00,0.0,0.0
536,2017-01-23 08:30:00,0.0,0.0
537,2017-01-23 09:30:00,0.9941406,1.2114258
538,2017-01-23 10:30:00,46.375,55.921875
539,2017-01-23 11:30:00,126.71875,149.9375
540,2017-01-23 12:30:00,275.5,323.125
541,2017-01-23 13:30:00,380.625,442.0
542,2017-01-23 14:30:00,477.625,550.25
543,2017-01-23 15:30:00,551.25,632.5
544,2017-01-23 16:30:00,537.0,615.25
545,2017-01-23 17:30:00,489.25,560.75
546,2017-01-23 18:30:00,379.25,435.875
547,2017-01-23 19:30:00,298.625,344.75
548,2017-01-23 20:30:00,219.375,254.75
549,2017-01-23 21:30:00,101.59375,118.65625
550,2017-01-23 22:30:00,21.234375,24.898438
551,2017-01-23 23:30:00,0.000112086535,0.00013196468
552,2017-01-24 00:30:00,0.0,0.0
553,2017-01-24 01:30:00,0.0,0.0
554,2017-01-24 02:30:00,0.0,0.0
555,2017-01-24 03:30:00,0.0,0.0
556,2017-01-24 04:30:00,0.0,0.0
557,2017-01-24 05:30:00,0.0,0.0
558,2017-01-24 06:30:00,0.0,0.0
559,2017-01-24 07:30:00,0.0,0.0
560,2017-01-24 08:30:00,0.0,0.0
561,2017-01-24 09:30:00,1.5864258,1.9487305
562,2017-01-24 10:30:00,72.875,88.46875
563,2017-01-24 11:30:00,285.625,341.125
564,2017-01-24 12:30:00,491.5,573.75
565,2017-01-24 13:30:00,658.5,756.25
566,2017-01-24 14:30:00,761.5,866.0
567,2017-01-24 15:30:00,835.0,944.0
568,2017-01-24 16:30:00,794.0,897.25
569,2017-01-24 17:30:00,692.75,785.0
570,2017-01-24 18:30:00,598.5,681.5
571,2017-01-24 19:30:00,472.0,542.75
572,2017-01-24 20:30:00,351.875,411.375
573,2017-01-24 21:30:00,177.625,211.375
574,2017-01-24 22:30:00,34.890625,42.34375
575,2017-01-24 23:30:00,0.0,0.0
576,2017-01-25 00:30:00,0.0,0.0
577,2017-01-25 01:30:00,0.0,0.0
578,2017-01-25 02:30:00,0.0,0.0
579,2017-01-25 03:30:00,0.0,0.0
580,2017-01-25 04:30:00,0.0,0.0
581,2017-01-25 05:30:00,0.0,0.0
582,2017-01-25 06:30:00,0.0,0.0
583,2017-01-25 07:30:00,0.0,0.0
584,2017-01-25 08:30:00,0.0,0.0
585,2017-01-25 09:30:00,1.9394531,2.2988281
586,2017-01-25 10:30:00,99.1875,120.46875
587,2017-01-25 11:30:00,254.75,301.875
588,2017-01-25 12:30:00,486.375,566.75
589,2017-01-25 13:30:00,736.25,844.5
590,2017-01-25 14:30:00,905.5,1028.0
591,2017-01-25 15:30:00,998.5,1128.0
